,city,cloudiness,country,date,humidity,latitude,longitude,max_temperature,wind_speed
275,Gwadar,0,PK,1573717269,29,25.12,62.33,78.33,2.04
276,Pevek,100,RU,1573717269,57,69.7,170.27,25.52,15.26
277,Leh,100,IN,1573717269,59,34.16,77.58,25.43,3.29
278,Wahiawa,1,US,1573717269,94,21.5,-158.02,80.6,3.36
279,Hamilton,90,CA,1573717201,73,43.26,-79.87,33.8,6.93
280,Zabol,0,IR,1573717270,14,31.03,61.49,66.2,6.93
281,Cascais,40,PT,1573717270,82,38.7,-9.42,55.4,18.34
282,Sorland,75,NO,1573717270,86,67.67,12.69,39.2,3.36
283,Bozoum,100,CF,1573717270,43,6.31,16.38,89.92,0.54
284,Buin,81,CL,1573717270,55,-33.73,-70.74,62.6,8.05
285,Plettenberg Bay,9,ZA,1573717270,64,-34.05,23.37,69.39,9.78
286,Clonmel,76,IE,1573717270,90,52.35,-7.7,36.81,18.66
287,Sinnamary,37,GF,1573717271,82,5.38,-52.96,81.28,10.67
288,Severo-Kurilsk,100,RU,1573717271,92,50.68,156.12,33.51,14.36
289,Kajaani,90,FI,1573717271,100,64.22,27.73,35.6,4.7
290,Ranfurly,72,CA,1573717271,94,53.41,-111.68,25.54,7.7
291,Torbay,75,CA,1573717271,58,47.66,-52.73,32.0,29.97
292,Alberton,54,ZA,1573717271,77,-26.25,28.13,68.0,2.24
293,Chipinge,29,ZW,1573717271,52,-20.19,32.62,85.59,3.98
294,Tabou,100,CI,1573717272,82,4.42,-7.36,81.57,3.71
295,Adrar,13,DZ,1573717272,25,27.87,-0.29,53.6,6.93
296,Sarakhs,0,TM,1573717272,28,36.54,61.16,57.2,3.47
297,Kavieng,0,PG,1573717272,74,-2.57,150.8,83.62,8.43
298,Minab,0,IR,1573717272,5,27.15,57.07,82.4,6.93
299,Masvingo,100,ZW,1573717272,44,-20.08,30.83,85.12,8.21
300,Letlhakane,27,BW,1573717272,39,-21.42,25.59,85.48,7.83
301,Kathu,0,ZA,1573717273,13,-27.7,23.05,81.36,7.11
302,Yerofey Pavlovich,100,RU,1573717273,84,53.97,121.97,-14.34,4.27
303,Padang,100,ID,1573717273,94,-0.92,100.36,74.03,2.3
304,Hasaki,40,JP,1573717273,68,35.73,140.83,66.2,9.17
305,Kununurra,81,AU,1573717273,16,-15.77,128.74,105.8,9.17
306,Nabire,100,ID,1573717273,97,-3.36,135.5,74.73,0.29
307,Ajdabiya,0,LY,1573717273,51,30.75,20.22,68.94,16.46
308,Kihei,20,US,1573717274,78,20.76,-156.45,77.0,9.17
309,Lysva,4,RU,1573717274,77,58.11,57.8,12.97,6.58
310,Bullhead City,1,US,1573717274,22,35.15,-114.57,60.8,1.43
311,Cravo Norte,53,CO,1573717274,91,6.3,-70.2,74.44,4.0
312,Takahama,20,JP,1573717274,62,34.92,136.99,57.2,33.33
313,Goure,97,NE,1573717275,11,13.98,10.27,87.64,12.59
314,Egvekinot,95,RU,1573717275,94,66.32,-179.17,7.52,11.16
315,Ust-Nera,100,RU,1573717275,95,64.57,143.24,-11.38,1.88
316,Ovalle,0,CL,1573717275,77,-30.6,-71.2,52.3,0.27
317,Yulara,90,AU,1573717275,5,-25.24,130.99,93.2,10.29
318,Tezu,0,IN,1573717275,52,27.93,96.16,82.15,2.51
319,Karpathos,20,GR,1573717275,72,35.51,27.21,68.0,3.36
320,Tevriz,0,RU,1573717276,74,57.51,72.4,10.89,5.75
321,Narasannapeta,0,IN,1573717276,50,18.42,84.04,83.39,6.13
322,Ginda,100,IN,1573717276,35,30.69,78.49,66.49,4.85
323,Faanui,100,PF,1573717276,81,-16.48,-151.75,79.45,22.03
324,Preobrazheniye,29,RU,1573717276,44,42.9,133.91,17.2,14.0
325,Auki,100,NG,1573717276,17,12.18,6.51,84.9,7.87
326,Doha,20,QA,1573717276,30,25.29,51.53,84.2,9.17
327,Beyneu,22,KZ,1573717277,65,45.32,55.19,48.04,11.18
328,Mantua,46,IT,1573717277,80,45.16,10.79,44.6,1.12
329,Ambon,95,FR,1573717277,100,47.55,-2.56,39.2,3.09
330,Englewood,90,US,1573717006,74,39.65,-104.99,41.0,4.7
331,Omsukchan,94,RU,1573717277,100,62.53,155.8,-2.37,1.97
332,Dingle,100,PH,1573717277,89,11.0,122.67,78.55,0.27
333,Road Town,1,VG,1573717277,78,18.42,-64.62,78.8,3.36
334,Storforshei,75,NO,1573717277,92,66.4,14.52,30.2,1.12
335,Byron Bay,0,AU,1573717278,69,-28.65,153.62,78.8,14.99
336,San Patricio,83,PY,1573717278,96,-26.98,-56.83,67.23,4.76
337,Petropavl,20,KZ,1573717278,78,54.87,69.13,14.0,11.18
338,Tougan,0,BF,1573717278,15,13.07,-3.07,85.44,14.45
339,Bambous Virieux,40,MU,1573717278,65,-20.34,57.76,82.4,9.17
340,The Valley,5,AI,1573717278,79,18.22,-63.06,79.9,14.16
341,Salalah,20,OM,1573717278,54,17.01,54.1,84.2,8.05
342,Tyup,0,KG,1573717279,49,42.73,78.36,39.2,1.97
343,Arlit,100,NE,1573717279,13,18.74,7.39,79.48,8.93
344,Sao Joao da Barra,59,BR,1573717169,87,-21.64,-41.05,74.44,18.43
345,Yakeshi,100,CN,1573717279,88,49.28,120.73,1.49,5.14
346,Zhigansk,100,RU,1573717279,92,66.77,123.37,-13.63,14.23
347,Kimbe,38,PG,1573717279,89,-5.56,150.15,76.5,1.1
348,Zeya,33,RU,1573717280,89,53.74,127.27,-14.52,7.54
349,Hofn,0,IS,1573717280,55,64.25,-15.21,32.0,16.11
350,Marrakesh,100,MA,1573717280,71,31.63,-7.99,50.0,2.24
351,Qaqortoq,100,GL,1573717280,60,60.72,-46.03,42.8,38.03
352,Changli,7,CN,1573717280,47,30.54,105.42,66.42,3.91
353,Riyadh,0,SA,1573716988,28,24.63,46.72,73.4,8.05
354,Lhokseumawe,76,ID,1573717281,79,5.18,97.15,79.39,3.13
355,Gold Coast,0,AU,1573717281,64,-28.0,153.41,75.99,10.29
356,Evensk,99,RU,1573717281,94,61.92,159.24,27.0,10.13
357,Koumra,78,TD,1573717281,24,8.92,17.55,94.6,3.87
358,Aklavik,90,CA,1573717281,76,68.22,-135.01,-5.81,4.7
359,San Miguel,0,AR,1573717281,88,-34.54,-58.72,69.8,5.44
360,Ranong,40,TH,1573717281,63,9.96,98.62,93.2,3.36
361,Bellefontaine,1,US,1573717282,100,40.36,-83.76,28.4,6.44
362,Vardo,1,US,1573717282,50,39.62,-77.74,28.4,6.93
363,Mashhad,0,IR,1573717282,20,36.3,59.61,55.4,6.93
364,Gamba,83,CN,1573717282,14,28.28,88.52,41.36,4.65
365,Leiyang,0,CN,1573717282,33,26.42,112.85,69.04,4.94
366,Balakhninskiy,94,RU,1573717282,99,58.01,114.28,-22.78,1.19
367,Mount Gambier,75,AU,1573717282,87,-37.83,140.78,55.4,16.11
368,Maldonado,90,UY,1573717283,100,-34.91,-54.96,62.6,4.7
369,Kalmunai,100,LK,1573717283,66,7.42,81.82,83.1,5.3
370,Samarai,100,PG,1573717283,92,-10.62,150.67,75.06,4.47
371,Zhicheng,0,CN,1573717283,20,35.04,112.59,64.4,6.42
372,Poronaysk,4,RU,1573717283,68,49.22,143.1,21.58,20.76
373,Laguna,75,BZ,1573717284,83,16.17,-88.94,77.0,5.37
374,Otane,34,NZ,1573717284,89,-39.89,176.62,49.69,2.91
375,Sao Filipe,99,CV,1573717284,79,14.9,-24.5,72.93,7.9
376,Cherskiy,0,RU,1573717284,93,68.75,161.3,6.31,1.59
377,Mbuji-Mayi,100,CD,1573717284,65,-6.13,23.6,84.42,3.02
378,Severo-Yeniseyskiy,100,RU,1573717082,97,60.37,93.04,-6.18,2.44
379,Fuerte Olimpo,100,BR,1573717285,95,-21.04,-57.87,72.9,3.29
380,Port Hawkesbury,90,CA,1573717285,85,45.62,-61.36,23.0,9.17
381,Euclides da Cunha,53,BR,1573717285,93,-10.51,-39.01,66.83,5.95
382,Klaksvik,67,FO,1573717285,69,62.23,-6.59,35.6,21.92
383,Cap Malheureux,40,MU,1573717285,65,-19.98,57.61,82.4,9.17
384,Carballo,75,ES,1573717285,93,43.21,-8.69,44.6,6.93
385,Aanekoski,90,FI,1573717285,100,62.6,25.73,37.4,1.12
386,Oranjestad,0,AW,1573717280,80,12.52,-70.03,81.93,15.08
387,Kendari,4,ID,1573717286,60,-3.99,122.52,84.85,5.14
388,Anzhero-Sudzhensk,53,RU,1573717286,84,56.08,86.02,1.4,4.47
389,Baruun-Urt,0,MN,1573717286,66,46.68,113.28,12.54,10.49
390,Spassk-Ryazanskiy,74,RU,1573717286,70,54.41,40.38,40.59,10.02
391,Methoni,40,GR,1573717286,93,36.82,21.7,57.2,7.43
392,Piacabucu,0,BR,1573717286,76,-10.41,-36.43,77.13,6.33
393,Aguimes,75,ES,1573717287,64,27.91,-15.45,68.0,18.34
394,Los Llanos de Aridane,75,ES,1573717287,68,28.66,-17.92,69.8,10.29
395,Lorengau,48,PG,1573717287,72,-2.02,147.27,84.02,6.76
396,Alyangula,40,AU,1573717287,55,-13.85,136.42,91.4,9.17
397,Athabasca,94,CA,1573717287,94,54.72,-113.29,28.36,7.67
398,Atzitzintla,56,MX,1573717287,88,18.9,-97.33,46.51,2.55
399,Santa Isabel,20,MX,1573717287,29,32.63,-115.58,64.4,4.7
400,Kidal,0,ML,1573717288,11,18.44,1.41,76.62,15.37
401,Waingapu,0,ID,1573717288,70,-9.65,120.26,83.62,9.22
402,San Andres,100,PH,1573717288,85,13.32,122.68,78.17,14.14
403,Portree,97,GB,1573717288,67,57.41,-6.19,43.43,19.64
404,Maku,0,IR,1573717288,39,39.29,44.45,48.2,3.56
405,Maniitsoq,100,GL,1573717289,89,65.42,-52.9,36.39,18.21
406,Mayo,90,CA,1573717289,60,63.59,-135.9,6.8,10.29
407,Verkhoyansk,98,RU,1573717289,96,67.55,133.39,-22.6,1.83
408,Santa Leopoldina,90,BR,1573717289,94,-20.1,-40.53,73.4,5.82
409,Saquarema,40,BR,1573717289,94,-22.93,-42.51,73.4,1.12
410,Vanimo,4,PG,1573717290,71,-2.67,141.3,84.06,6.44
411,Peniche,75,PT,1573717290,87,39.36,-9.38,53.6,14.99
412,Hella,0,BF,1573717290,21,10.47,-3.27,84.65,8.3
413,Male,0,UA,1573717290,59,50.74,33.7,46.76,16.2
414,Ugoofaaru,84,MV,1573717291,75,5.67,73.0,83.48,12.77
415,Sambava,100,MG,1573717291,51,-14.27,50.17,89.85,6.44
416,Isla Mujeres,90,MX,1573717291,100,21.23,-86.73,75.2,9.17
417,Tiznit,100,MA,1573717291,24,29.7,-9.73,70.18,3.47
418,High Level,90,CA,1573717291,78,58.52,-117.13,10.4,10.29
419,Caraballeda,20,VE,1573717291,88,10.61,-66.85,77.0,3.36
420,Daru,20,PG,1573717291,90,-9.07,143.21,75.99,4.05
421,Lagos,40,NG,1573717165,94,6.46,3.39,75.2,10.29
422,Usinsk,100,RU,1573717292,85,66.0,57.56,6.49,14.38
423,Neiba,0,DO,1573717292,91,18.49,-71.42,69.13,0.74
424,Sayyan,0,YE,1573717292,29,15.17,44.32,64.83,6.17
425,Richards Bay,100,ZA,1573717292,86,-28.77,32.06,70.63,19.26
426,Lake Charles,90,US,1573717150,70,30.23,-93.22,46.4,3.71
427,Lakatoro,80,VU,1573717292,72,-16.11,167.42,78.42,18.79
428,Palaikastron,25,GR,1573717293,70,35.2,26.25,67.01,2.62
429,Kant,4,KG,1573717293,37,42.89,74.85,50.0,4.47
430,Srednekolymsk,54,RU,1573717293,100,67.46,153.71,-5.48,0.51
431,Bathsheba,40,BB,1573717293,83,13.22,-59.52,80.6,8.05
432,Beidao,0,CN,1573717293,47,34.57,105.89,51.53,7.92
433,Bazarnyye Mataki,0,RU,1573717293,72,54.9,49.93,34.9,3.83
434,Gazanjyk,83,TM,1573717293,54,39.24,55.52,55.0,12.71
435,Shahreza,0,IR,1573717294,5,32.01,51.87,55.51,1.9
436,Zhob,87,PK,1573717294,35,31.34,69.45,64.18,6.87
437,Mahebourg,40,MU,1573717294,65,-20.41,57.7,82.4,9.17
438,Portland,1,US,1573717128,72,43.66,-70.25,15.8,4.7
439,Nicoya,100,CR,1573717294,96,10.15,-85.45,71.74,1.19
440,Mandurah,0,AU,1573717208,14,-32.55,115.7,98.6,13.87
441,Visby,75,SE,1573717295,93,57.64,18.3,41.0,11.41
442,Lobito,75,AO,1573717295,74,-12.35,13.55,84.2,4.7
443,Kudahuvadhoo,97,MV,1573717295,77,2.67,72.89,83.17,13.49
444,La Asuncion,23,AR,1573717295,81,-26.05,-65.39,56.48,2.19
445,Silver City,1,US,1573717295,45,32.77,-108.28,44.6,11.41
446,Prainha,95,BR,1573717295,81,-1.8,-53.48,75.67,2.17
447,Emba,64,CY,1573717295,41,34.81,32.42,78.8,20.8
448,Anadyr,75,RU,1573717296,67,64.73,177.51,23.0,15.66
449,Marand,40,IR,1573717296,21,38.43,45.77,50.0,2.24
450,Nogales,7,CL,1573717296,93,-32.73,-71.2,51.8,3.4
451,Kloulklubed,75,PW,1573717296,70,7.04,134.26,86.0,5.82
452,Burns Lake,100,CA,1573717296,94,54.23,-125.76,32.16,3.06
453,Simpang,100,ID,1573717296,94,4.36,96.17,77.88,1.41
454,Sabang,100,PH,1573717296,87,13.8,121.11,77.23,0.38
455,West Bay,75,CA,1573717297,100,49.34,-123.21,39.2,2.24
456,Antofagasta,90,CL,1573717297,82,-23.65,-70.4,60.8,3.36
457,Naryan-Mar,100,RU,1573717297,90,67.67,53.09,12.43,21.21
458,Vista Hermosa,40,MX,1573717297,88,14.92,-92.27,77.0,2.24
459,Zhezkazgan,90,KZ,1573717297,89,47.8,67.71,32.0,4.47
460,Baghdad,19,IQ,1573717226,38,33.3,44.38,75.2,3.36
461,Harnosand,75,SE,1573717297,78,62.63,17.94,33.8,4.7
462,Iquique,90,CL,1573717129,77,-20.22,-70.14,66.2,6.93
463,Sylva,1,US,1573717037,49,35.37,-83.23,26.6,4.7
464,Soyo,75,AO,1573717298,88,-6.13,12.37,78.8,6.93
465,Navrongo,5,GH,1573717298,17,10.89,-1.09,86.86,10.6
466,Aracruz,90,BR,1573717298,94,-19.82,-40.27,73.4,5.82
467,Sekoma,100,BW,1573717298,17,-24.51,23.93,87.91,10.96
468,Ulaangom,95,MN,1573717299,70,49.98,92.07,18.88,2.84
469,San Cristobal,99,HN,1573717299,95,14.68,-86.92,65.34,2.62
470,Ipixuna,16,BR,1573717299,94,-1.76,-48.8,75.2,3.36
471,Strezhevoy,0,RU,1573717299,83,60.73,77.6,-11.21,4.47
472,Villa Union,76,BO,1573717299,93,-10.79,-65.46,73.38,2.95
473,Kozhevnikovo,27,RU,1573717299,84,56.26,83.98,9.77,5.64
474,Severodvinsk,90,RU,1573717300,98,64.56,39.82,33.8,6.71
475,Yakymivka,0,UA,1573717300,64,46.7,35.16,53.04,26.89
476,Zhuhai,0,CN,1573717300,38,40.71,112.04,42.8,15.66
477,Yarensk,100,RU,1573717300,86,62.17,49.09,31.78,9.82
478,Honningsvag,75,NO,1573717300,80,70.98,25.97,35.6,9.17
479,Inhambane,75,MZ,1573717300,78,-23.87,35.38,80.6,13.87
480,Champerico,98,MX,1573717301,93,16.38,-93.6,63.09,1.32
481,Miyako,75,JP,1573717301,62,33.63,130.94,53.6,13.87
482,Guerrero Negro,0,MX,1573717301,90,27.97,-114.04,63.64,6.96
483,Ambilobe,100,MG,1573717301,53,-13.19,49.05,89.13,5.86
484,Urucara,73,BR,1573717301,93,-2.54,-57.76,74.37,1.21
485,Borogontsy,100,RU,1573717302,98,62.67,131.17,-12.28,3.74
486,Garoua,49,CM,1573717302,22,9.31,13.39,95.61,4.34
487,Worthington,20,US,1573717302,92,43.62,-95.6,24.8,6.93
488,Port Lincoln,7,AU,1573717302,65,-34.72,135.86,59.23,15.05
489,Perth,0,AU,1573717153,9,-31.95,115.86,100.4,18.34
490,Manakara,26,MG,1573717302,62,-22.14,48.01,86.95,10.58
491,Imbituba,75,BR,1573717302,88,-28.24,-48.67,73.4,10.29
492,Nome,90,US,1573717303,61,30.04,-94.42,48.2,4.7
493,Bonavista,26,CA,1573717303,59,48.65,-53.11,30.85,22.64
494,Mbekenyera,100,TZ,1573717303,34,-10.0,38.98,93.34,6.51
495,Port Hardy,90,CA,1573717303,81,50.7,-127.42,50.0,17.22
496,Panguna,100,PG,1573717303,96,-6.32,155.48,71.53,0.78
497,Sanmenxia,0,CN,1573717303,30,34.77,111.19,59.13,1.39
498,Mayumba,100,GA,1573717304,77,-3.44,10.65,80.89,1.63
499,Sangar,100,RU,1573717304,98,63.92,127.47,-16.23,4.18
500,Nagapattinam,15,IN,1573717304,75,10.76,79.84,82.87,9.46
501,Port Moresby,80,PG,1573717304,87,-9.47,147.16,79.61,17.56
502,Bria,100,CF,1573717304,45,6.54,21.99,86.59,4.76
503,Matveyev Kurgan,0,RU,1573717304,51,47.57,38.86,49.51,20.74
504,Kavaratti,0,IN,1573717305,68,10.57,72.64,83.05,5.41
505,La Tuque,100,CA,1573717124,87,47.44,-72.79,13.39,7.81
506,Bien Hoa,75,VN,1573717305,55,10.95,106.82,89.6,2.24
507,Abay,100,KZ,1573717305,55,49.63,72.87,35.6,4.47
508,Mathbaria,0,BD,1573717256,58,22.29,89.96,84.34,5.73
509,Makakilo City,1,US,1573717305,78,21.35,-158.09,80.6,2.19
510,Vilcun,5,CL,1573717306,100,-38.65,-72.23,44.6,3.11
511,Selaphum,40,TH,1573717306,48,16.03,103.94,87.8,13.87
512,Gweta,98,BW,1573717306,44,-20.21,25.26,83.44,5.14
513,Mount Isa,20,AU,1573717306,5,-20.73,139.49,93.2,14.99
514,Nishihara,75,JP,1573717306,45,35.74,139.53,69.8,11.41
515,Burnie,14,AU,1573717306,76,-41.05,145.91,54.52,21.68
516,Ariquemes,100,BR,1573717306,95,-9.91,-63.03,72.52,0.89
517,Rennes,0,FR,1573717307,100,48.11,-1.68,37.4,3.36
518,Kilindoni,21,TZ,1573717307,69,-7.91,39.67,81.32,2.13
519,Jinchang,0,CN,1573717307,17,38.52,102.19,41.32,3.42
520,Yegorlykskaya,0,RU,1573717307,48,46.56,40.65,50.76,23.58
521,Bonthe,0,SL,1573717307,73,7.53,-12.5,83.25,2.51
522,Kommunisticheskiy,33,RU,1573717308,88,61.68,64.48,1.96,1.36
523,Choszczno,3,PL,1573717308,93,53.17,15.42,39.2,6.93
524,Saint-Joseph,75,FR,1573717308,81,43.56,6.97,48.2,3.36
525,Muzhi,36,RU,1573717308,92,65.4,64.7,-7.07,0.94
526,Mujiayingzi,0,CN,1573717308,42,42.12,118.78,30.33,6.53
527,Linxia,0,CN,1573717308,24,35.6,103.21,45.16,2.48
528,Udachnyy,90,RU,1573717208,74,66.42,112.4,-25.61,6.71
529,Santa Maria,100,BR,1573717309,73,-16.02,-48.01,71.6,4.7
530,Cockburn Town,2,TC,1573717309,74,21.46,-71.14,81.37,13.42
531,Vostok,67,RU,1573717309,56,46.45,135.83,5.27,18.48
532,Solnechnyy,100,RU,1573717309,79,50.72,136.64,8.83,4.74
533,Urengoy,98,RU,1573717309,98,65.96,78.37,-4.53,7.25
534,Nhulunbuy,68,AU,1573717309,55,-12.18,136.78,87.8,12.75
535,Sorong,100,ID,1573717310,96,-0.86,131.25,75.83,2.33
536,Yar-Sale,0,RU,1573717310,98,66.83,70.83,-6.13,7.11
537,Guiong,4,PH,1573717310,59,6.42,122.03,89.6,14.99
538,Marystown,94,CA,1573717310,62,47.17,-55.16,33.58,27.42
539,Birin,59,NP,1573717310,88,26.89,88.07,62.1,4.88
540,Karatsu,20,JP,1573717310,52,33.45,129.97,55.4,12.75
541,Poum,40,MK,1573717310,81,41.28,20.71,53.6,1.12
542,Pringsewu,92,ID,1573717311,81,-5.36,104.98,79.5,4.99
543,Nchelenge,36,ZM,1573717311,51,-9.35,28.74,84.15,3.09
544,Santa Isabel do Rio Negro,46,BR,1573717311,98,-0.41,-65.02,72.64,1.01
545,Rassvet,33,RU,1573717311,61,49.11,45.47,44.56,8.61
546,Porto Novo,20,BR,1573717311,88,-23.68,-45.44,69.8,3.36
547,Pacifica,40,US,1573717312,87,37.61,-122.49,55.4,8.79
548,Harbin,94,CN,1573717312,61,45.77,126.62,14.0,8.95
549,Manaure,40,CO,1573717312,80,11.78,-72.45,81.41,10.71
550,Campeche,54,MX,1573717312,89,19.84,-90.54,74.8,12.62
